N,nworkers,policy,tileSize,chunkSize,checksum
N,nworkers,policy,tileSize,chunkSize,checksum
N,nworkers,policy,tileSize,chunkSize,checksum
N,nworkers,policy,tileSize,chunkSize,checksum
N,nworkers,policy,tileSize,chunkSize,checksum
N,nworkers,policy,tileSize,chunkSize,checksum
N,nworkers,policy,tileSize,chunkSize,checksum
1000,1,0,1,128,242.948
100135
1000,1,0,4,128,243.091
100135
1000,1,0,8,128,243.023
100135
2000,1,0,1,128,1907.49
435143
2000,1,0,4,128,1924.67
435143
2000,1,0,8,128,1907.79
435143
4000,1,0,1,128,37813.1
1790845
4000,1,0,4,128,37492.6
1790845
4000,1,0,8,128,37372.9
1790845
6000,1,0,1,128,147986,3687649
6000,1,0,4,128,147327,3687649
6000,1,0,8,128,147756,3687649
