8000,1,2,2,1,422924,423032,6473351
8000,1,2,2,4,266149,266247,6473351
8000,1,2,2,8,236898,236997,6473351
8000,1,2,3,1,215880,215974,6473351
8000,1,2,3,4,134121,134223,6473351
8000,1,2,3,8,119275,119375,6473351
8000,1,2,5,1,113046,113152,6473351
8000,1,2,5,4,73092.3,73207,6473351
8000,1,2,5,8,62861,62975.4,6473351
8000,1,2,9,1,69332.2,69454.3,6473351
8000,1,2,9,4,42247.8,42366.9,6473351
8000,1,2,9,8,36958.6,37081.4,6473351
8000,1,2,11,1,57436.5,57567.1,6473351
8000,1,2,11,4,35045.9,35190.1,6473351
8000,1,2,11,8,30668.6,30795.4,6473351
8000,1,2,13,1,49988.2,50126.6,6473351
8000,1,2,13,4,30492.2,30627.6,6473351
8000,1,2,13,8,28284.3,28430.3,6473351
8000,1,2,17,1,42430.8,42579.9,6473351
8000,1,2,17,4,26386.8,26541.7,6473351
8000,1,2,17,8,25409.6,25557.4,6473351
8000,1,2,21,1,80330.8,80495.6,6473351
8000,1,2,21,4,24764.7,24932,6473351
8000,1,2,21,8,24533.3,24719.3,6473351
8000,1,2,25,1,34893.6,35074.7,6473351
8000,1,2,25,4,24155.6,24329.9,6473351
8000,1,2,25,8,24592.7,24768.3,6473351
8000,1,2,33,1,39796,39994.8,6473351
8000,1,2,33,4,25189.6,25400.5,6473351
8000,1,2,33,8,26035,26239.4,6473351
8000,1,2,2,32,217235,217355,6473351
8000,1,2,2,64,211505,211609,6473351
8000,1,2,3,32,108498,108610,6473351
8000,1,2,3,64,108060,108174,6473351
8000,1,2,5,32,58053.8,58165,6473351
8000,1,2,5,64,59656.2,59763,6473351
8000,1,2,9,32,39594.6,39706.2,6473351
8000,1,2,9,64,46017,46148.3,6473351
8000,1,2,11,32,36486.4,36614.9,6473351
8000,1,2,11,64,42549.1,42677.1,6473351
8000,1,2,13,32,33806,33943.6,6473351
8000,1,2,13,64,44467.5,44598.8,6473351
8000,1,2,17,32,34743,34886.9,6473351
8000,1,2,17,64,47730.8,47885.5,6473351
8000,1,2,21,32,37007.1,37162.3,6473351
8000,1,2,21,64,50593.2,50749.2,6473351
8000,1,2,25,32,39178.6,39347.1,6473351
8000,1,2,25,64,53256.8,53433.7,6473351
8000,1,2,33,32,45016.3,45221.1,6473351
8000,1,2,33,64,57683.4,57889.2,6473351
